Product_category,total_revenue
PINK FLOCK GLASS CANDLEHOLDER,29.68
"ACRYLIC JEWEL ANGEL,PINK",29.64
BLUE STONES ON WIRE FOR CANDLE,29.59
PINK VINTAGE VICTORIAN EARRINGS,29.5
ANT SILVER PURPLE BOUDICCA RING,29.5
15 PINK FLUFFY CHICKS IN BOX,29.5
OLD DOC RUSSEL METAL SIGN,29.4
VIP HOLIDAY PURSE,29.28
FRENCH CHATEAU OVAL PLATTER,29.25
"LETTER ""L"" BLING KEY RING",29.19
WHITE/PINK CHICK EASTER DECORATION,28.9
ASS COL LARGE SAND FROG P'WEIGHT,28.35
PACK OF 12 DOILEY TISSUES,28.08
BLUE ROSE PATCH PURSE PINK BUTTERFL,28.05
TRANSPARENT ACRYLIC TAPE DISPENSER,27.91
PINK NEW BAROQUE FLOCK CANDLESTICK,27.9
CRACKED GLAZE NECKLACE IVORY,27.8
PINK/AMETHYST/GOLD NECKLACE,27.8
"GREETING CARD, STICKY GORDON",27.55
"LETTER ""E"" BLING KEY RING",27.25
FRUIT SALAD BAG CHARM,27.04
High Resolution Image,27
GLOW IN DARK DOLPHINS,26.88
ASSORTED COLOURED CIRCLE MOBILE,26.88
TIGRIS EYE CHUNKY CHARM BRACELET,26.85
DUSTY PINK CHRISTMAS TREE 60CM,26.55
TURQ STONE/CRYSTAL EARRINGS,26.55
FROG KING WATERING CAN,26.55
LARGE MINT DIAMANTE HAIRSLIDE,26.4
KNITTED RABBIT DOLL,26.4
WHITE VINTAGE CRYSTAL EARRINGS,26.25
SILVER DROP EARRINGS WITH FLOWER,26.25
ENVELOPE 50 CURIOUS IMAGES,26.17
GLITTER SNOW PEAR TREE DECORATION,26.1
SET OF 4 GREEN CAROUSEL COASTERS,26.05
"LETTER ""S"" BLING KEY RING",26
"LETTER ""D"" BLING KEY RING",25.71
CHERRY BLOSSOM TABLE CLOCK,25.7
SET OF 16 VINTAGE IVORY CUTLERY,25.5
NEW BAROQUE SMALL NECKLACE BLACK,25.5
GLASS BEAD HOOP NECKLACE GREEN,25.5
GLASS BEAD HOOP NECKLACE AMETHYST,25.5
BEST DAD CANDLE LETTERS,25.5
WHITE ALLIUM  ARTIFICIAL FLOWER,25.35
IVORY PANTRY HANGING LAMP,25
BELL HEART ANTIQUE GOLD,24.96
SET OF 4 KNICK KNACK TINS  DOILEY,24.9
AQUA BERTIE GLASS BEAD BAG CHARM,24.9
COPPER AND BRASS BAG CHARM,24.81
VINTAGE ENAMEL & CRYSTAL NECKLACE,24.75
SILVER LOOKING MIRROR,24.75
GIRLY PINK TOOL SET,24.75
GARDEN PATH NOTEBOOK,24.75
CROCHET BEAR RED/BLUE  KEYRING,24.75
HARDMAN MUG 3 ASSORTED,24.57
MURANO STYLE GLASS BRACELET GOLD,24.5
PAINTED LIGHTBULB RAINBOW DESIGN,24.06
75 BLACK PETIT FOUR CASES,23.94
UNION JACK HOT WATER BOTTLE,23.8
TOAST ITS - DINOSAUR,23.75
SILVER M.O.P. ORBIT NECKLACE,23.6
RABBIT EASTER DECORATION,23.6
PINK GREEN EMBROIDERY COSMETIC BAG,23.6
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,23.6
GOLD WASHBAG,23.6
AMBER GLASS TASSLE BAG CHARM,23.6
"GARLAND, MAGIC GARDEN 1.8M",23.4
CANNISTER VINTAGE LEAF DESIGN,23.4
PINK PARTY SUNGLASSES,23.4
ZINC PLANT POT HOLDER,23.12
HANGING HEART BASKET,23.1
PINK FELT EASTER EGG BASKET,23.1
WHITE FRANGIPANI NECKLACE,22.95
ZINC T-LIGHT HOLDER STARS LARGE,22.8
PURPLE LAS VEGAS BRACELET ROUND,22.5
PINK CAT FLORAL CUSHION COVER,22.5
GLASS AND PAINTED BEADS BRACELET TO,22.5
GLASS AND PAINTED BEADS BRACELET OL,22.5
GLASS AND BEADS BRACELET IVORY,22.5
FIRE POLISHED GLASS BRACELET RED,22.5
FIRE POLISHED GLASS BRACELET MONTAN,22.5
DIAMANTE NECKLACE GREEN,22.5
36 PENCILS TUBE POSY,22.5
"LETTER ""M"" BLING KEY RING",22.23
S/3 PINK SQUARE PLANTERS ROSES,21.9
"PEARL & SHELL 42""NECKL. IVORY",21.5
BIRD ON BRANCH CANVAS SCREEN,21.45
SILVER BLACK ORBIT DROP EARRINGS,21.25
FLORAL BLUE MONSTER,21.25
BLACK DIAMANTE EXPANDABLE RING,21.25
ANTIQUE OLIVE GREEN FLOWER EARRINGS,21.25
WRAP GREEN RUSSIAN FOLKART,21
WRAP A PRETTY THANK YOU,21
MURANO STYLE GLASS BRACELET RED,21
KEEP CALM BIRTHDAY WRAP,21
HEAVENS SCENT FRAGRANCE OILS ASSTD,20.88
BLACK GEMSTONE BRACELET,20.85
WOODLAND MINI RUCKSACK,20.75
DROP DIAMANTE EARRINGS CRYSTAL,20.65
PINK GLASS TASSLE BAG CHARM,20.65
DROP DIAMANTE EARRINGS BLACK DIAMON,20.65
BLACK CRYSTAL DROP EARRINGS,20.65
PURPLE FRANGIPANI NECKLACE,20.4
NECKLACE+BRACELET SET BLUE BLOSSOM,20.4
CRYSTAL STILETTO PHONE CHARM,20.4
CLEAR CRYSTAL STAR PHONE CHARM,20.39
BLUE TILED TRAY,20.25
GOLD TEDDY BEAR,20
GIANT MEDINA STAMPED METAL BOWL,19.9
"CAKESTAND, 3 TIER, LOVEHEART",19.9
GOLDIE LOOKING MIRROR,19.8
WHITE/PINK MINI CRYSTALS NECKLACE,19.8
TURQ PENDANT TRIPLE SHELL NECKLACE,19.8
SILVER BLACK ORBIT BRACELET,19.8
GREEN PENDANT TRIPLE SHELL NECKLACE,19.8
ENAMEL DINNER PLATE PANTRY,19.8
DOTCOMGIFTSHOP TEA TOWEL,19.8
DOORKNOB CRACKED GLAZE PINK,19.8
DOORKNOB CRACKED GLAZE GREEN,19.8
YELLOW/ORANGE FLOWER DESIGN PLATE,19.72
FRENCH CHATEAU LARGE FRUIT BOWL,19.5
"RETRO TIN ASHTRAY,REVOLUTIONARY",19.4
BAG OF SILVER STONES,18.9
"LETTER ""I"" BLING KEY RING",18.77
DAIRY MAID  PUDDING BOWL,18.75
CRYSTAL CHANDELIER T-LIGHT HOLDER,18.75
CLAM SHELL LARGE,18.75
BIRD BOX CHRISTMAS TREE DECORATION,18.7
"LETTER ""Y"" BLING KEY RING",18.65
"LETTER ""G"" BLING KEY RING",18.5
BLACK FEATHER CHRISTMAS DECORATION,18.24
PINK SMALL JEWELLED PHOTOFRAME,18.15
CUPID SCENTED CANDLE IN GLASS,18.15
BLACK DIAMOND CLUSTER NECKLACE,17.9
TOADSTOOL BEDSIDE LIGHT,17.9
WHITE HEART OF GLASS BRACELET,17.85
VINTAGE GLASS TEA CADDY,17.85
SILVER/NAT SHELL NECKLACE W PENDANT,17.85
MIDNIGHT BLUE COPPER FLOWER NECKLAC,17.85
FIRE POLISHED GLASS NECKL BRONZE,17.85
AMBER FINE BEAD NECKLACE W TASSEL,17.85
PURPLE FOXGLOVE ARTIIFCIAL FLOWER,17.85
TROPICAL HOLIDAY PURSE,17.7
SILVER/CRYSTAL DROP EARRINGS W LEAF,17.7
ROUND CACTUS CANDLE,17.7
PURPLE GLASS TASSLE BAG CHARM,17.7
PINK ENAMEL FLOWER HAIR TIE,17.7
GOLD/AMBER DROP EARRINGS W LEAF,17.7
ANT SILVER TURQUOISE BOUDICCA RING,17.7
PINK/WHITE CHRISTMAS TREE 30CM,17.48
STORAGE TIN VINTAGE DOILEY,17.34
JAM JAR WITH BLUE LID,17.28
"LETTER ""J"" BLING KEY RING",17.23
PINK/GREEN FLOWER DESIGN BIG MUG,17.16
YELLOW FELT HANGING HEART W FLOWER,17
VINTAGE BEAD PINK JEWEL BOX,17
NEW BAROQUE LARGE NECKLACE BLK/WHIT,17
NEW BAROQUE B'FLY NECKLACE RED,17
NEW BAROQUE B'FLY NECKLACE GREEN,17
NEW BAROQUE B'FLY NECKLACE CRYSTAL,17
MINT DINER CLOCK,17
GLASS BELL JAR LARGE,17
GLASS BEAD HOOP NECKLACE MONTANA,17
GLASS BEAD HOOP NECKLACE BLACK,17
ENGLISH ROSE SCENTED HANGING HEART,17
ANTIQUE MID BLUE FLOWER EARRINGS,17
AMETHYST DIAMANTE EXPANDABLE RING,17
BLUE/YELLOW FLOWER DESIGN BIG MUG,16.77
VINTAGE BEAD PINK SHADE,16.25
PLAYING CARDS VINTAGE DOILEY,16.25
BLUE HOLE PUNCH,16.25
RECIPE BOX WITH METAL HEART,15.9
PINK/WHITE RIBBED MELAMINE JUG,15.9
OCEAN STRIPE HAMMOCK,15.9
BLUE SHARK HELICOPTER,15.9
GLASS BELL JAR SMALL,15.8
GOLD FLOWER CUSHION COVER,15.6
BLUE NETTING STORAGE HANGER,15.6
TINY CRYSTAL BRACELET GREEN,15.3
PURPLE/COPPER HANGING LAMPSHADE,15.3
FLOWER FAIRY 5 SUMMER DRAW LINERS,15.3
BAKING MOULD TOFFEE CUP  CHOCOLATE,15.3
"ACRYLIC JEWEL SNOWFLAKE,PINK",15.3
LILAC VOTIVE CANDLE,15.12
"LETTER ""H"" BLING KEY RING",15.02
WHITE ROSEBUD & PEARL NECKLACE,15
SILVER 2 STRAND NECKLACE-LEAF CHARM,15
SET OF 6 EASTER RAINBOW CHICKS,15
RUBY GLASS CLUSTER NECKLACE,15
ROSE FLOWER CANDLE+INCENSE 16X16CM,15
PINK/WHITE GLASS DEMI CHOKER,15
PINK ROUND COMPACT MIRROR,15
PINK FLOCK SUEDE CUSHION COVER,15
PINK FLOCK PHOTO FRAME,15
PAINTED HEART WREATH WITH BELL,15
GREEN PAIR HEART HAIR SLIDES,15
ENAMEL MUG PANTRY,15
EDWARDIAN DROP EARRINGS JET BLACK,15
DIAMANTE NECKLACE BLACK,15
DIAMANTE NECKLACE,15
3 PINK HEN+CHICKS IN BASKET,15
FOLDING MIRROR RED,14.94
FOLDING MIRROR IVORY,14.94
75 GREEN FAIRY CAKE CASES,14.85
WHITE WITH METAL BAG CHARM,14.85
ROSE PENDANT TRIPLE SHELL NECKLACE,14.85
RESIN BRACELET W PASTEL BEADS,14.85
ORANGE PENDANT TRIPLE SHELL NECKLAC,14.85
GREEN WITH METAL BAG CHARM,14.85
CURIOUS IMAGES SCRAP BOOK SET,14.85
COTE D'AZURE NECKLACE,14.85
BLACK GLASS BRACELET W HEART CHARMS,14.85
CROCHET ROSE DES CLOTHES HANGER,14.75
SILVER/AMETHYST DROP EARRINGS LEAF,14.75
PASTEL BLUE PHOTO ALBUM,14.5
HOLLY TOP CHRISTMAS STOCKING,14.45
YELLOW/PINK FLOWER DESIGN BIG MUG,14.43
CAROUSEL PONIES BABY BIB,14.37
MURANO STYLE GLASS BRACELET BLACK,14
"WALL ART , THE MAGIC FOREST ",13.9
CRYSTAL CZECH CROSS PHONE CHARM,13.69
LIGHT PINK FLOCK GLASS CANDLEHOLDER,13.68
GREEN/BLUE FLOWER DESIGN BIG MUG,13.65
PINK HANGING GINGHAM EASTER HEN,13.44
BLUE HANGING GINGHAM EASTER HEN,13.44
GREEN DROP EARRINGS W BEAD CLUSTER,13.4
CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28
BLUE CHECK BAG W HANDLE 34X20CM,13.28
72 CAKE CASES VINTAGE CHRISTMAS,13.2
GREEN/BLUE CERAMIC CANDLE HOLDER,13.2
WISE MAN STAR SHAPE EGG PAN,13.14
SET/3 TALL GLASS CANDLE HOLDER PINK,12.75
PINK TALL PORCELAIN T-LIGHT HOLDER,12.75
MONTANA DIAMOND CLUSTER EARRINGS,12.75
5 STRAND GLASS NECKLACE AMETHYST,12.7
5 STRAND GLASS NECKLACE AMBER,12.7
MARIE ANTOIENETT TRINKET BOX GOLD,12.5
BLUE TEATIME PRINT BOWL,12.5
BLUE FLOCK CUSHION COVER,12.5
PURPLE CHUNKY GLASS+BEAD NECKLACE,11.95
LASER CUT MULTI STRAND NECKLACE,11.95
PINK BAROQUE FLOCK CANDLE HOLDER,11.9
JET BLACK LAS VEGAS NECKLACE 45CM,11.9
BLUE GINGHAM ROSE CUSHION COVER,11.9
BLUE WHITE PLASTIC RINGS LAMPSHADE,11.9
RED WHITE SCARF  HOT WATER BOTTLE,11.85
GLASS BEAD HOOP EARRINGS BLACK,11.8
GLASS BEAD HOOP EARRINGS AMETHYST,11.8
ECONOMY HOLIDAY PURSE,11.8
BLUE BREAKFAST CUP AND SAUCER,11.8
AMETHYST HOOP EARRING FLORAL LEAF,11.8
"ACRYLIC JEWEL ICICLE, BLUE",11.78
POP ART PUSH DOWN RUBBER,11.76
BLUE EASTER EGG HUNT START POST,11.7
QUEEN OF THE SKIES HOLIDAY PURSE,11.69
BLUE GREEN EMBROIDERY COSMETIC BAG,11.69
SMALL SINGLE FLAME CANDLE HOLDER,11.55
SET/4 GARDEN ROSE DINNER CANDLE,11.55
ASS COL SMALL SAND GECKO P'WEIGHT,11.34
PINK HEART RED HANDBAG,11.31
PINK EASTER HENS+FLOWER,11.25
JET BLACK LAS VEGAS BRACELET ROUND,11.25
GINGHAM OVEN GLOVE RED HEART,11.25
"FOOD COVER WITH BEADS , SET 2 SIZES",11.25
THE KING GIFT BAG,11.05
"LETTER ""P"" BLING KEY RING",11
YELLOW PINK FLOWER DESIGN BIG BOWL,10.92
THE KING GIFT BAG 25x24x12cm,10.92
"S/4 ICON COASTER,ELVIS LIVES",10.61
WRAP BLUE RUSSIAN FOLKART,10.5
WRAP  PINK FLOCK,10.5
FLAG OF ST GEORGE CAR FLAG,10.5
FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.26
BUTTERFLY HAIR BAND,10.2
PINK BOUDOIR T-LIGHT HOLDER,10.2
PAIR OF PINK FLOWER CLUSTER SLIDE,10.2
MULTICOLOUR POLKADOT PLATE,10.2
FOLKART ZINC STAR CHRISTMAS DEC,10.2
BLUE ORGANDY ROUND LAMPSHADE W BEA,10.2
LILAC GAUZE BUTTERFLY LAMPSHADE,10.08
"LETTER ""N"" BLING KEY RING",10.02
ZINC STAR T-LIGHT HOLDER,10
POCKET MIRROR WOODLAND,10
PINK CHRISTMAS FLOCK DROPLET,10
S/2 BEACH HUT TREASURE CHESTS,9.95
GOLD M.O.P ORBIT BRACELET,9.9
LARGE CRYSTAL DIAMANTE HAIRSLIDE,9.9
LILAC FEATHERS CURTAIN,9.48
HAND PAINTED HANGING EASTER EGG,9.24
ENAMEL BLUE RIM TEA CONTAINER,9.18
AMBER GLASS/SHELL/PEARL NECKLACE,8.95
VINTAGE NOTEBOOK BEAUTY GIRL,8.85
RED ROSE AND LACE C/COVER,8.85
FOLDING SHOE TIDY,8.85
RED PURSE WITH PINK HEART,8.75
CUTE BIRD CEATURE SCREEN,8.58
WHITE MURANO TWIST BRACELET,8.5
WHITE FRANGIPANI HAIR CLIP,8.5
SWEETHEART CARRY-ALL BASKET,8.5
SILVER BOOK MARK WITH BEADS,8.5
NEW BAROQUE B'FLY NECKLACE PINK,8.5
M/COLOUR POM-POM CURTAIN,8.5
BEADED LOVE HEART JEWELLERY SET,8.5
ANTIQUE RASPBERRY FLOWER EARRINGS,8.5
ANTIQUE OPAL WHITE FLOWER EARRINGS,8.5
HEART SHAPED MIRROR,8.45
LADLE LOVE HEART PINK,7.98
SET/3 FLORAL GARDEN TOOLS IN BAG,7.95
PSYCHEDELIC METAL SIGN CALENDAR,7.9
MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7.85
HANGING BUTTERFLY  EGG,7.65
FRESHWATER PEARL BRACELET GOLD,7.65
SILICON STAR BULB  BLUE,7.56
ROSE COLOUR PAIR HEART HAIR SLIDES,7.5
PINK CHERRY BLOSSOM CUP & SAUCER,7.5
EIGHT PIECE CREEPY CRAWLIE SET,7.5
CLASSIC DIAMANTE NECKLACE JET,7.5
BAROQUE BUTTERFLY EARRINGS BLACK,7.5
BLUE STRIPES SHOULDER BAG,7.47
A4 WALL TIDY RED FLOWERS,7.37
JARDIN ETCHED GLASS BUTTER DISH,7.25
ARMY CAMO BOOKCOVER TAPE,7.14
PEARL AND CHERRY QUARTZ BRACLET,7
PURPLE ANEMONE ARTIFICIAL FLOWER,6.76
BLACK VINT ART DEC CRYSTAL BRACELET,6.75
SPOTS ON RED BOOKCOVER TAPE,6.72
ELEPHANT CLIP W SUCTION CUP,6.72
LARGE BLACK DIAMANTE HAIRSLIDE,6.6
DIAMANTE HAIR GRIP PACK/2 RUBY,6.6
BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6
VINTAGE KEEPSAKE BOX PINK FLOWER,6.35
ASSORTED COLOUR SILK GLASSES CASE,6.3
PINK GAUZE BUTTERFLY LAMPSHADE,6.3
"LETTER ""R"" BLING KEY RING",6.27
TURQUOISE CHRISTMAS TREE,6.25
"POCKET MIRROR ""GLAMOROUS""",6.25
BLING KEY RING STAND,6.25
"LETTER ""V"" BLING KEY RING",5.98
FIRE POLISHED GLASS NECKL GOLD,5.95
BLUE/NAT SHELL NECKLACE W PENDANT,5.95
BLUE/GREEN SHELL NECKLACE W PENDANT,5.95
BLACK FINE BEAD NECKLACE W TASSEL,5.95
RASTA IN BATH W SPLIFF ASHTRAY,5.95
BLACK FLOWER CANDLE PLATE,5.95
WHITE CHRISTMAS TREE 60CM,5.9
ST GEORGE SET OF 10 PARTY LIGHTS,5.9
GOLD M.O.P. ORBIT NECKLACE,5.9
HEN HOUSE WITH CHICK STANDING,5.88
"PET MUG, GOLDFISH",5.59
SET OF 3 PINK FLYING DUCKS,5.45
MUMMY MOUSE RED GINGHAM RIBBON,5.45
ROUND ARTICULATED PINK CLOCK W/SUCK,5.32
POLYESTER FILLER PAD 60x40cm,5.1
NEW ENGLAND MUG W GIFT BOX,5.1
IVORY SHELL HEART EARRINGS,5.1
ENVELOPE 50 ROMANTIC IMAGES,5.1
DROP EARRINGS W FLOWER & LEAF,5.1
CLEAR STATIONERY BOX SET,5.1
BLUE FELT HANGING HEART WITH FLOWER,5.1
PINK FOXGLOVE ARTIIFCIAL FLOWER,5.1
DIAMANTE HAIR GRIP PACK/2 LT ROSE,4.95
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,4.95
VINTAGE BEAD PINK JEWEL STAND,4.95
JADE CRYSTAL+GLASS BRACELET,4.95
BLOSSOM IMAGES SCRAP BOOK SET,4.95
"LETTER ""B"" BLING KEY RING",4.73
BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65
"SILICON CUBE 25W, BLUE",4.62
METAL BASE FOR CANDLES,4.62
PINK FLUFFY CHRISTMAS DECORATION,4.56
PINK ACRYLIC JEWEL SNOWFLAKE,4.56
"GREETING CARD, TWO SISTERS.",4.56
3 BLACK CATS W HEARTS BLANK CARD,4.56
FLOWER PURPLE CLOCK WITH SUCKER,4.35
CUTE RABBIT CEATURE SCREEN,4.29
UBO-LIGHT TRIOBASE PURPLE,4.25
POTTING SHED SOW 'N' GROW SET,4.25
FRYING PAN RED POLKADOT,4.25
FLOWER PURPLE CLOCK W/SUCKER,4.25
CAKE STAND LACE WHITE,4.25
LIGHT DECORATION BATTERY OPERATED,4.2
GOLD COSMETIC BAG PINK STAR,4.2
I LOVE LONDON MINI RUCKSACK,4.15
WINE BOTTLE DRESSING DARK BLUE,4.06
ASSTD RASTA KEY-CHAINS,3.78
BLUE CRUSOE CHECK LAMPSHADE,3.78
"LETTER ""F"" BLING KEY RING",3.77
ROBOT MUG IN DISPLAY BOX,3.75
FIRE POLISHED GLASS BRACELET BLACK,3.75
BAROQUE BUTTERFLY EARRINGS CRYSTAL,3.75
GOLD PRINT PAPER BAG,3.61
FOLDING CAMPING SCISSOR W/KNIF & S,3.6
PASTEL PINK PHOTO ALBUM,3.5
"LETTER ""Z"" BLING KEY RING",3.48
"LETTER ""W"" BLING KEY RING",3.48
"LETTER ""U"" BLING KEY RING",3.48
"LETTER ""T"" BLING KEY RING",3.48
"LETTER ""O"" BLING KEY RING",3.48
UBO-LIGHT TRIOBASE BLUE,3.4
WHITE ANEMONE ARTIFICIAL FLOWER,3.38
DIAMANTE HAIR GRIP PACK/2 MONTANA,3.3
PURPLE/BLUE CERAMIC CANDLE HOLDER,3.3
HEARTS WRAPPING TAPE,3.25
WINE BOTTLE DRESSING LT.BLUE,3.04
WHITE STONE/CRYSTAL EARRINGS,2.95
SILVER AND BLACK ORBIT NECKLACE,2.95
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,2.95
CHERRY BLOSSOM PURSE,2.95
BLACK DROP EARRINGS W LONG BEADS,2.95
WHITE ENAMEL FLOWER HAIR TIE,2.95
GREEN ENAMEL FLOWER HAIR TIE,2.95
WHITE ROSEBUD  PEARL EARRINGS,2.55
NECKLACE+BRACELET SET PINK DAISY,2.55
CRACKED GLAZE EARRINGS RED,2.55
CRACKED GLAZE EARRINGS BROWN,2.55
LADLE LOVE HEART RED,2.52
INCENSE BAZAAR PEACH,2.52
PURPLE/TURQ FLOWERS HANDBAG,2.5
PINK CRYSTAL SKULL PHONE CHARM,2.47
HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.47
BIG POLKADOT MUG,2.34
GREEN POP ART MAO CUSHION COVER,2.28
DOLPHIN WINDMILL,2.12
TEA TIME BREAKFAST BASKET,2.1
SET/6 IVORY BIRD T-LIGHT CANDLES,2.1
SCALLOP SHELL SOAP DISH,2.1
AMBER BERTIE GLASS BEAD BAG CHARM,2.1
3 BIRDS CANVAS SCREEN,2.04
BLACK PHOTO ALBUM,1.95
PINK POLKADOT KIDS BAG,1.95
EASTER CRAFT IVY WREATH WITH CHICK,1.95
FLOWER SHOP DESIGN MUG,1.65
CROCHET LILAC/RED BEAR KEYRING,1.65
CROCHET DOG KEYRING,1.65
ORANGE FLOWER MUG,1.56
CHAMPAGNE TRAY BLANK CARD,1.52
SET 36 COLOURING PENCILS DOILEY,1.25
RUBY GLASS CLUSTER EARRINGS,1.25
PACK 4 FLOWER/BUTTERFLY PATCHES,1.25
ORANGE FELT VASE + FLOWERS,1.25
FUNKY MONKEY MUG,1.25
DUSTY PINK CHRISTMAS TREE 30CM,1.25
BLUE LEAVES AND BEADS PHONE CHARM,1.25
BLACKCHRISTMAS TREE 30CM,1.25
60 GOLD AND SILVER FAIRY CAKE CASES,1.1
HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95
CAT WITH SUNGLASSES BLANK CARD,0.95
PURPLE FRANGIPANI HAIRCLIP,0.85
PINK CRYSTAL GUITAR PHONE CHARM,0.85
VINTAGE BLUE TINSEL REEL,0.84
WHITE BEADED GARLAND STRING 20LIGHT,0.8
SET 12 COLOURING PENCILS DOILEY,0.65
HEN HOUSE W CHICK IN NEST,0.42
PADS TO MATCH ALL CUSHIONS,0.003
SET 10 CARDS HANGING BAUBLES 17080,0
PURPLE ENAMEL FLOWER HAIR TIE,0
PINK DAISY BAG CHARM,0
"PAPER CRAFT , LITTLE BIRDIE",0
HANGING RIDGE GLASS T-LIGHT HOLDER,0
GLASS CAKE COVER AND PLATE,0
DROP DIAMANTE EARRINGS GREEN,0
DIAMANTE HAIR GRIP PACK/2 PERIDOT,0
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,0
DAISY HAIR COMB,0
CLASSIC DIAMANTE EARRINGS JET,0
BLACK CHERRY LIGHTS,0
BLACK 3 BEAD DROP EARRINGS,0
2 DAISIES HAIR COMB,0
PORCELAIN HANGING BELL SMALL,-1.45
VINTAGE GOLD TINSEL REEL,-2.52
PINK LARGE JEWELED PHOTOFRAME,-2.55
WOOLLY HAT SOCK GLOVE ADVENT STRING,-2.95
BLUE FLYING SINGING CANARY,-3.75
ROBIN CHRISTMAS CARD,-3.78
SMALL TAHITI BEACH BAG,-3.81
PINK POODLE HANGING DECORATION,-4.56
FLAMINGO LIGHTS,-4.95
SWEETHEART KEY CABINET,-5.55
PINK SMALL GLASS CAKE STAND,-5.85
LARGE ROUND CUTGLASS CANDLESTICK,-6.75
3 WICK CHRISTMAS BRIAR CANDLE,-7.5
CREAM SWEETHEART SHELF + HOOKS,-7.95
TEA TIME CAKE STAND IN GIFT BOX,-10.75
CREAM SWEETHEART TRAYS,-12.75
ANTIQUE LILY FAIRY LIGHTS,-14.85
BLUE PADDED SOFT MOBILE,-25.5
PINK CHERRY LIGHTS,-27
ASSORTED TUTTI FRUTTI ROUND BOX,-39.6
WOODEN BOX ADVENT CALENDAR,-45.7
CREAM SWEETHEART MAGAZINE RACK,-46.85
WHITE CHERRY LIGHTS,-54
CHALKBOARD KITCHEN ORGANISER,-87.8
Discount,-5696.22
CRUK Commission,-7933.43
Manual,-58745.46
